OID_,GEOID,ALAND,AWATER,Shape__Are,Shape__Len,GEOID_2,FIPS,ZONE_CODE,AREA
280,17031171100,666147.000000000000000,0.000000000000000,1202128.105470000067726,4380.670797230000062,17031171100.000000000000000,17031171100.000000000000000,216,119381.000000000000000
281,17031190601,690034.000000000000000,0.000000000000000,1256449.828130000038072,4411.656160690000434,17031190601.000000000000000,17031190601.000000000000000,223,163117.000000000000000
282,17031190900,314637.000000000000000,0.000000000000000,568745.816406000056304,3226.889951139999994,17031190900.000000000000000,17031190900.000000000000000,228,55641.000000000000000
283,17031191302,631185.000000000000000,0.000000000000000,1149773.878909999970347,4409.594333430000006,17031191302.000000000000000,17031191302.000000000000000,233,79494.000000000000000
284,17031200401,402815.000000000000000,0.000000000000000,729824.636718999943696,3465.366559210000105,17031200401.000000000000000,17031200401.000000000000000,237,75340.000000000000000
285,17031826303,1557571.000000000000000,0.000000000000000,2792040.906250000000000,7415.610241630000019,17031826303.000000000000000,17031826303.000000000000000,1140,408109.000000000000000
286,17031827801,2841100.000000000000000,0.000000000000000,5078751.335939999669790,11659.825988099999449,17031827801.000000000000000,17031827801.000000000000000,1158,733141.000000000000000
287,17031833100,922800.000000000000000,0.000000000000000,1664152.968750000000000,5872.638887289999730,17031833100.000000000000000,17031833100.000000000000000,1231,94095.000000000000000
288,17031835000,1004079.000000000000000,0.000000000000000,1807584.546880000038072,5497.900485899999694,17031835000.000000000000000,17031835000.000000000000000,1243,118608.000000000000000
289,17031842100,2034641.000000000000000,0.000000000000000,3672819.039059999864548,7724.949299990000327,17031842100.000000000000000,17031842100.000000000000000,1299,277037.000000000000000
290,17031822301,1449751.000000000000000,0.000000000000000,2601425.003909999970347,7543.839993769999637,17031822301.000000000000000,17031822301.000000000000000,1053,276645.000000000000000
291,17031823703,5198057.000000000000000,0.000000000000000,9340092.316409999504685,12991.432841699999699,17031823703.000000000000000,17031823703.000000000000000,1079,583877.000000000000000
292,17031826500,3535092.000000000000000,57239.000000000000000,6436822.511719999834895,12925.958658800000194,17031826500.000000000000000,17031826500.000000000000000,1144,911886.000000000000000
293,17031827804,1503996.000000000000000,13483.000000000000000,2721399.753909999970347,7936.246907660000034,17031827804.000000000000000,17031827804.000000000000000,1160,341948.000000000000000
294,17031831900,324322.000000000000000,0.000000000000000,585436.101563000003807,3236.520998009999857,17031831900.000000000000000,17031831900.000000000000000,1221,69757.000000000000000
295,17031834000,984827.000000000000000,0.000000000000000,1762385.933590000029653,7135.836769210000057,17031834000.000000000000000,17031834000.000000000000000,1234,217051.000000000000000
296,17031836300,137523.000000000000000,0.000000000000000,255642.558594000001904,2650.208077039999807,17031836300.000000000000000,17031836300.000000000000000,1254,31834.000000000000000
297,17031838200,1157570.000000000000000,0.000000000000000,2096670.968750000000000,6023.339197160000367,17031838200.000000000000000,17031838200.000000000000000,1268,165974.000000000000000
298,17031843000,1065861.000000000000000,0.000000000000000,1922313.382810000097379,9222.128910409999662,17031843000.000000000000000,17031843000.000000000000000,1307,108128.000000000000000
299,17031030500,618133.000000000000000,0.000000000000000,1128312.171880000038072,4167.909492609999688,17031030500.000000000000000,17031030500.000000000000000,33,137889.000000000000000
300,17031040900,321854.000000000000000,0.000000000000000,582894.804688000003807,3241.112453809999806,17031040900.000000000000000,17031040900.000000000000000,63,99343.000000000000000
301,17031650200,991073.000000000000000,0.000000000000000,1782620.640630000038072,5453.368577139999616,17031650200.000000000000000,17031650200.000000000000000,583,146509.000000000000000
302,17031670500,622494.000000000000000,0.000000000000000,1113251.281250000000000,5376.407053810000434,17031670500.000000000000000,17031670500.000000000000000,602,109337.000000000000000
303,17031710400,1002458.000000000000000,0.000000000000000,1800722.070310000097379,5483.805847169999652,17031710400.000000000000000,17031710400.000000000000000,645,213283.000000000000000
304,17031730300,297373.000000000000000,0.000000000000000,543902.386718999943696,4018.860900140000012,17031730300.000000000000000,17031730300.000000000000000,667,49971.000000000000000
305,17031843400,656213.000000000000000,0.000000000000000,1179947.250000000000000,5098.879959290000443,17031843400.000000000000000,17031843400.000000000000000,1311,67493.000000000000000
306,17031062300,163311.000000000000000,0.000000000000000,295486.765625000000000,2173.515646960000140,17031062300.000000000000000,17031062300.000000000000000,94,32349.000000000000000
307,17031801300,1873798.000000000000000,0.000000000000000,3375066.035159999970347,9380.101297830000476,17031801300.000000000000000,17031801300.000000000000000,708,1028346.000000000000000
308,17031802610,1281207.000000000000000,0.000000000000000,2327055.316409999970347,9042.415599629999633,17031802610.000000000000000,17031802610.000000000000000,739,641915.000000000000000
309,17031803702,3430182.000000000000000,0.000000000000000,6231023.355469999834895,10452.024146199999450,17031803702.000000000000000,17031803702.000000000000000,770,1291506.000000000000000
310,17031071700,159949.000000000000000,0.000000000000000,289354.976563000003807,2150.971029819999785,17031071700.000000000000000,17031071700.000000000000000,124,47925.000000000000000
311,17031081202,204332.000000000000000,530065.000000000000000,340538.445313000003807,3082.667437359999894,17031081202.000000000000000,17031081202.000000000000000,134,36174.000000000000000
312,17031130300,721103.000000000000000,0.000000000000000,1304199.945310000097379,4596.733423169999696,17031130300.000000000000000,17031130300.000000000000000,166,220749.000000000000000
313,17031210501,313076.000000000000000,0.000000000000000,557502.695313000003807,3494.457126669999980,17031210501.000000000000000,17031210501.000000000000000,241,49038.000000000000000
314,17031222200,231074.000000000000000,0.000000000000000,417447.308594000001904,2801.461233630000152,17031222200.000000000000000,17031222200.000000000000000,264,47406.000000000000000
315,17031804805,3302504.000000000000000,0.000000000000000,5972094.007810000330210,11647.194227399999363,17031804805.000000000000000,17031804805.000000000000000,820,1165693.000000000000000
316,17031240500,233490.000000000000000,0.000000000000000,423454.785155999998096,2917.429246950000106,17031240500.000000000000000,17031240500.000000000000000,284,40477.000000000000000
317,17031250300,617326.000000000000000,0.000000000000000,1113877.789060000097379,4245.307952209999712,17031250300.000000000000000,17031250300.000000000000000,313,121147.000000000000000
318,17031251900,632452.000000000000000,0.000000000000000,1140916.492189999902621,4244.052321350000057,17031251900.000000000000000,17031251900.000000000000000,328,147089.000000000000000
319,17031805105,2931626.000000000000000,16606.000000000000000,5374599.523439999669790,11321.519572999999582,17031805105.000000000000000,17031805105.000000000000000,830,570497.000000000000000
320,17031805301,1055443.000000000000000,0.000000000000000,1909735.050779999932274,7513.544043359999705,17031805301.000000000000000,17031805301.000000000000000,840,214323.000000000000000
321,17031808900,1433914.000000000000000,0.000000000000000,2591877.820309999864548,9149.534625619999133,17031808900.000000000000000,17031808900.000000000000000,892,659436.000000000000000
322,17031813100,992592.000000000000000,0.000000000000000,1788795.332029999932274,5436.567131640000298,17031813100.000000000000000,17031813100.000000000000000,942,298689.000000000000000
323,17031815800,1968462.000000000000000,17368.000000000000000,3590152.542969999834895,8755.942794320000758,17031815800.000000000000000,17031815800.000000000000000,973,1011387.000000000000000
324,17031821200,2943101.000000000000000,0.000000000000000,5280849.054689999669790,10987.811855199999627,17031821200.000000000000000,17031821200.000000000000000,1040,469582.000000000000000
325,17031261000,499036.000000000000000,0.000000000000000,913616.371093999943696,4781.100080320000416,17031261000.000000000000000,17031261000.000000000000000,343,105648.000000000000000
326,17031280900,114688.000000000000000,0.000000000000000,207182.011719000001904,2059.819228060000114,17031280900.000000000000000,17031280900.000000000000000,353,12984.000000000000000
327,17031310500,161938.000000000000000,0.000000000000000,284497.398438000003807,2331.109355730000061,17031310500.000000000000000,17031310500.000000000000000,382,18433.000000000000000
328,17031390200,303791.000000000000000,0.000000000000000,550125.574218999943696,3102.974888149999970,17031390200.000000000000000,17031390200.000000000000000,414,52676.000000000000000
329,17031420400,245128.000000000000000,0.000000000000000,441146.148438000003807,2711.840887320000093,17031420400.000000000000000,17031420400.000000000000000,437,34360.000000000000000
330,17031801701,2167634.000000000000000,0.000000000000000,3940151.824219999834895,10157.030026000000362,17031801701.000000000000000,17031801701.000000000000000,717,1041926.000000000000000
331,17031803016,1029774.000000000000000,0.000000000000000,1871987.109380000038072,6363.293221449999692,17031803016.000000000000000,17031803016.000000000000000,753,289942.000000000000000
332,17031804308,2279539.000000000000000,0.000000000000000,4113685.117190000135452,8545.012475600000471,17031804308.000000000000000,17031804308.000000000000000,785,451120.000000000000000
333,17031804510,1403374.000000000000000,0.000000000000000,2548963.718750000000000,8446.905209630000172,17031804510.000000000000000,17031804510.000000000000000,798,544715.000000000000000
334,17031805501,2023150.000000000000000,0.000000000000000,3643946.746090000029653,8107.405266470000242,17031805501.000000000000000,17031805501.000000000000000,844,599618.000000000000000
335,17031806501,834963.000000000000000,0.000000000000000,1516075.933590000029653,5804.566543760000059,17031806501.000000000000000,17031806501.000000000000000,864,240946.000000000000000
336,17031807200,2489125.000000000000000,0.000000000000000,4515157.164060000330210,10495.671170800000255,17031807200.000000000000000,17031807200.000000000000000,873,836265.000000000000000
337,17031810302,781827.000000000000000,0.000000000000000,1417098.011720000067726,4805.389774289999878,17031810302.000000000000000,17031810302.000000000000000,907,302318.000000000000000
338,17031812200,1482580.000000000000000,0.000000000000000,2673168.273440000135452,7071.222595889999866,17031812200.000000000000000,17031812200.000000000000000,931,550069.000000000000000
339,17031813301,647921.000000000000000,0.000000000000000,1168965.972659999970347,4324.873580370000127,17031813301.000000000000000,17031813301.000000000000000,944,54992.000000000000000
340,17031818800,1821564.000000000000000,0.000000000000000,3283083.050780000165105,7938.206721190000280,17031818800.000000000000000,17031818800.000000000000000,1005,629857.000000000000000
341,17031821002,2216277.000000000000000,0.000000000000000,3983958.050780000165105,9973.125569239999095,17031821002.000000000000000,17031821002.000000000000000,1037,412280.000000000000000
342,17031430500,342833.000000000000000,0.000000000000000,616841.687500000000000,3336.908537840000008,17031430500.000000000000000,17031430500.000000000000000,448,56151.000000000000000
343,17031480200,286026.000000000000000,0.000000000000000,515583.292969000001904,3032.964372420000018,17031480200.000000000000000,17031480200.000000000000000,478,55430.000000000000000
344,17031570300,980167.000000000000000,0.000000000000000,1767363.218750000000000,5518.471726060000037,17031570300.000000000000000,17031570300.000000000000000,530,119886.000000000000000
345,17031610400,163180.000000000000000,0.000000000000000,293167.011719000001904,2165.944453090000025,17031610400.000000000000000,17031610400.000000000000000,550,15868.000000000000000
346,17031821401,854233.000000000000000,0.000000000000000,1525815.792970000067726,5355.967096260000289,17031821401.000000000000000,17031821401.000000000000000,1042,168773.000000000000000
347,17031824122,3982887.000000000000000,0.000000000000000,7129539.828130000270903,15772.593563500000528,17031824122.000000000000000,17031824122.000000000000000,1105,431292.000000000000000
348,17031826902,704658.000000000000000,0.000000000000000,1261458.019529999932274,6546.326643800000056,17031826902.000000000000000,17031826902.000000000000000,1149,217785.000000000000000
349,17031829200,2638719.000000000000000,0.000000000000000,4702130.644530000165105,9300.138670730000740,17031829200.000000000000000,17031829200.000000000000000,1184,985436.000000000000000
350,17031831300,576183.000000000000000,0.000000000000000,1059404.679689999902621,5047.982022590000270,17031831300.000000000000000,17031831300.000000000000000,1215,55593.000000000000000
351,17031840000,591217.000000000000000,0.000000000000000,1084700.449220000067726,6048.908188800000062,17031840000.000000000000000,17031840000.000000000000000,1281,48122.000000000000000
352,17031030400,346486.000000000000000,0.000000000000000,632489.140625000000000,3387.448448149999876,17031030400.000000000000000,17031030400.000000000000000,32,74334.000000000000000
353,17031230400,338516.000000000000000,0.000000000000000,613474.968750000000000,3300.213200700000016,17031230400.000000000000000,17031230400.000000000000000,273,49197.000000000000000
354,17031580800,183294.000000000000000,0.000000000000000,330167.757813000003807,2309.674947640000028,17031580800.000000000000000,17031580800.000000000000000,541,31295.000000000000000
355,17031807500,988887.000000000000000,0.000000000000000,1794941.484380000038072,5491.947311500000069,17031807500.000000000000000,17031807500.000000000000000,876,287989.000000000000000
356,17031830008,11832598.000000000000000,31490.000000000000000,21155033.671900000423193,19461.808191899999656,17031830008.000000000000000,17031830008.000000000000000,1201,1022006.000000000000000
357,17031020301,825541.000000000000000,0.000000000000000,1508537.511720000067726,5797.878656380000393,17031020301.000000000000000,17031020301.000000000000000,14,189989.000000000000000
358,17031031900,257670.000000000000000,0.000000000000000,466535.691405999998096,2807.822734639999908,17031031900.000000000000000,17031031900.000000000000000,52,56822.000000000000000
359,17031061800,82842.000000000000000,0.000000000000000,149373.507813000003807,1614.560828529999981,17031061800.000000000000000,17031061800.000000000000000,88,14629.000000000000000
360,17031071000,324639.000000000000000,0.000000000000000,586722.980468999943696,3253.518906969999989,17031071000.000000000000000,17031071000.000000000000000,117,73951.000000000000000
361,17031010600,495017.000000000000000,0.000000000000000,897331.433593999943696,5488.112007089999679,17031010600.000000000000000,17031010600.000000000000000,9,141037.000000000000000
362,17031040600,331259.000000000000000,0.000000000000000,599114.671875000000000,3272.821453839999776,17031040600.000000000000000,17031040600.000000000000000,60,80244.000000000000000
363,17031051000,166636.000000000000000,0.000000000000000,300616.281250000000000,2184.488340849999986,17031051000.000000000000000,17031051000.000000000000000,72,35941.000000000000000
364,17031061200,174670.000000000000000,0.000000000000000,315635.656250000000000,2249.129884259999926,17031061200.000000000000000,17031061200.000000000000000,86,30045.000000000000000
365,17031070103,69094.000000000000000,0.000000000000000,125735.566405999998096,1477.777175070000112,17031070103.000000000000000,17031070103.000000000000000,110,14401.000000000000000
366,17031090100,933123.000000000000000,0.000000000000000,1693932.457029999932274,5339.070670860000064,17031090100.000000000000000,17031090100.000000000000000,144,211076.000000000000000
367,17031160300,426175.000000000000000,0.000000000000000,772526.136718999943696,3598.656327210000200,17031160300.000000000000000,17031160300.000000000000000,193,109527.000000000000000
368,17031170600,566548.000000000000000,0.000000000000000,1030787.894530000048690,4067.488633500000105,17031170600.000000000000000,17031170600.000000000000000,211,133602.000000000000000
369,17031220701,266386.000000000000000,0.000000000000000,470724.093750000000000,2932.799411850000070,17031220701.000000000000000,17031220701.000000000000000,253,43943.000000000000000
370,17031241400,518265.000000000000000,0.000000000000000,936938.929688000003807,4289.797648570000092,17031241400.000000000000000,17031241400.000000000000000,293,106512.000000000000000
371,17031242700,175572.000000000000000,0.000000000000000,314538.265625000000000,2279.744927369999914,17031242700.000000000000000,17031242700.000000000000000,303,28944.000000000000000
372,17031250700,662320.000000000000000,0.000000000000000,1196508.859380000038072,4375.978286550000121,17031250700.000000000000000,17031250700.000000000000000,317,136177.000000000000000
373,17031260300,329187.000000000000000,0.000000000000000,595148.218750000000000,3269.673615109999901,17031260300.000000000000000,17031260300.000000000000000,336,60957.000000000000000
374,17031282700,439298.000000000000000,0.000000000000000,792081.164063000003807,3903.303932190000069,17031282700.000000000000000,17031282700.000000000000000,355,33235.000000000000000
375,17031340400,290316.000000000000000,0.000000000000000,524179.289063000003807,3139.637720650000119,17031340400.000000000000000,17031340400.000000000000000,393,20367.000000000000000
376,17031410700,259922.000000000000000,0.000000000000000,458715.097655999998096,2747.835005230000206,17031410700.000000000000000,17031410700.000000000000000,428,80492.000000000000000
377,17031420500,245980.000000000000000,0.000000000000000,442762.890625000000000,2717.454795009999998,17031420500.000000000000000,17031420500.000000000000000,438,38695.000000000000000
378,17031430300,406133.000000000000000,0.000000000000000,756315.027343999943696,3510.901712479999787,17031430300.000000000000000,17031430300.000000000000000,446,79860.000000000000000
379,17031490300,632686.000000000000000,0.000000000000000,1129019.722659999970347,4242.167694970000412,17031490300.000000000000000,17031490300.000000000000000,482,133496.000000000000000
380,17031110502,649329.000000000000000,0.000000000000000,1179243.535159999970347,4820.176027260000410,17031110502.000000000000000,17031110502.000000000000000,159,121723.000000000000000
381,17031191301,674995.000000000000000,0.000000000000000,1211024.218750000000000,4393.655515260000357,17031191301.000000000000000,17031191301.000000000000000,232,96655.000000000000000
382,17031222500,158354.000000000000000,0.000000000000000,285849.894530999998096,2134.295474160000140,17031222500.000000000000000,17031222500.000000000000000,265,35536.000000000000000
383,17031242900,323819.000000000000000,0.000000000000000,585405.011718999943696,3243.186419919999935,17031242900.000000000000000,17031242900.000000000000000,305,44886.000000000000000
384,17031252201,386790.000000000000000,0.000000000000000,698108.558593999943696,3479.952312939999956,17031252201.000000000000000,17031252201.000000000000000,332,83624.000000000000000
385,17031310800,332782.000000000000000,0.000000000000000,599491.488281000056304,3275.740355309999813,17031310800.000000000000000,17031310800.000000000000000,385,30513.000000000000000
386,17031500300,709172.000000000000000,0.000000000000000,1259419.894529999932274,4504.506337699999676,17031500300.000000000000000,17031500300.000000000000000,497,127549.000000000000000
387,17031570400,463390.000000000000000,0.000000000000000,821866.890625000000000,3865.786841839999852,17031570400.000000000000000,17031570400.000000000000000,531,54642.000000000000000
388,17031612100,326357.000000000000000,0.000000000000000,587643.863281000056304,3256.020523959999991,17031612100.000000000000000,17031612100.000000000000000,563,113732.000000000000000
389,17031630200,634189.000000000000000,0.000000000000000,1134451.355470000067726,5388.502226020000307,17031630200.000000000000000,17031630200.000000000000000,569,51773.000000000000000
390,17031681100,652438.000000000000000,0.000000000000000,1173540.328130000038072,4333.107783430000381,17031681100.000000000000000,17031681100.000000000000000,620,143432.000000000000000
391,17031720300,1264753.000000000000000,0.000000000000000,2271941.144530000165105,6710.529093570000441,17031720300.000000000000000,17031720300.000000000000000,659,490186.000000000000000
392,17031750100,1285528.000000000000000,0.000000000000000,2318550.710940000135452,6363.137017779999951,17031750100.000000000000000,17031750100.000000000000000,676,291071.000000000000000
393,17031770601,2767946.000000000000000,0.000000000000000,5023065.753910000436008,10929.384600699999282,17031770601.000000000000000,17031770601.000000000000000,690,648606.000000000000000
394,17031380100,438048.000000000000000,0.000000000000000,800695.972656000056304,3632.491491459999907,17031380100.000000000000000,17031380100.000000000000000,403,83136.000000000000000
395,17031400400,326944.000000000000000,0.000000000000000,588420.402343999943696,3256.071714260000135,17031400400.000000000000000,17031400400.000000000000000,421,35844.000000000000000
396,17031420600,243609.000000000000000,0.000000000000000,438616.359375000000000,2706.798820319999777,17031420600.000000000000000,17031420600.000000000000000,439,40526.000000000000000
397,17031431301,404025.000000000000000,0.000000000000000,726357.859375000000000,3910.634602390000055,17031431301.000000000000000,17031431301.000000000000000,454,97696.000000000000000
398,17031510200,1277814.000000000000000,0.000000000000000,2319759.335940000135452,8009.916838559999633,17031510200.000000000000000,17031510200.000000000000000,499,310924.000000000000000
399,17031580200,729817.000000000000000,0.000000000000000,1315888.390630000038072,4673.819627070000024,17031580200.000000000000000,17031580200.000000000000000,534,93260.000000000000000
400,17031670600,327032.000000000000000,0.000000000000000,588933.402343999943696,3260.446756020000066,17031670600.000000000000000,17031670600.000000000000000,603,112079.000000000000000
401,17031681400,646368.000000000000000,0.000000000000000,1162473.679689999902621,4312.437168380000003,17031681400.000000000000000,17031681400.000000000000000,623,147340.000000000000000
402,17031750500,2636159.000000000000000,0.000000000000000,4772096.722660000436008,9565.019351400000232,17031750500.000000000000000,17031750500.000000000000000,680,692606.000000000000000
403,17031802701,3206984.000000000000000,0.000000000000000,5808423.308589999563992,13329.503241599999456,17031802701.000000000000000,17031802701.000000000000000,740,1100322.000000000000000
404,17031804712,2381498.000000000000000,58189.000000000000000,4398114.339839999563992,11072.919051799999579,17031804712.000000000000000,17031804712.000000000000000,813,714220.000000000000000
405,17031806201,627820.000000000000000,0.000000000000000,1134110.500000000000000,4697.342300459999933,17031806201.000000000000000,17031806201.000000000000000,860,113832.000000000000000
406,17031810400,2319249.000000000000000,0.000000000000000,4213067.222660000436008,10453.403209199999765,17031810400.000000000000000,17031810400.000000000000000,908,686737.000000000000000
407,17031814500,1157814.000000000000000,0.000000000000000,2089250.609380000038072,7108.108016199999838,17031814500.000000000000000,17031814500.000000000000000,959,170175.000000000000000
408,17031822102,2243695.000000000000000,0.000000000000000,4030051.980469999834895,8663.454213610000807,17031822102.000000000000000,17031822102.000000000000000,1051,298816.000000000000000
409,17031824115,2683158.000000000000000,42699.000000000000000,4892061.808589999563992,10694.970276399999420,17031824115.000000000000000,17031824115.000000000000000,1099,568702.000000000000000
410,17031170300,1398896.000000000000000,0.000000000000000,2529635.699219999834895,6819.553937159999805,17031170300.000000000000000,17031170300.000000000000000,208,322362.000000000000000
411,17031251400,688029.000000000000000,0.000000000000000,1242642.703130000038072,4459.687699500000235,17031251400.000000000000000,17031251400.000000000000000,323,192544.000000000000000
412,17031350400,201453.000000000000000,0.000000000000000,363071.640625000000000,2842.063159039999846,17031350400.000000000000000,17031350400.000000000000000,397,36708.000000000000000
413,17031530600,966243.000000000000000,67959.000000000000000,1856023.332029999932274,6935.889700699999594,17031530600.000000000000000,17031530600.000000000000000,514,241126.000000000000000
414,17031802403,561476.000000000000000,0.000000000000000,1025186.011719999951310,4579.575162719999753,17031802403.000000000000000,17031802403.000000000000000,729,194257.000000000000000
415,17031808001,2202703.000000000000000,0.000000000000000,3992690.312500000000000,8444.214105970000674,17031808001.000000000000000,17031808001.000000000000000,881,646006.000000000000000
416,17031030200,666198.000000000000000,0.000000000000000,1199396.421880000038072,4581.307665330000418,17031030200.000000000000000,17031030200.000000000000000,30,164503.000000000000000
417,17031020801,655953.000000000000000,0.000000000000000,1187828.898439999902621,4359.271150669999770,17031020801.000000000000000,17031020801.000000000000000,22,142477.000000000000000
418,17031051400,346283.000000000000000,12601.000000000000000,667529.710938000003807,3588.016174689999843,17031051400.000000000000000,17031051400.000000000000000,76,100063.000000000000000
419,17031804715,848759.000000000000000,0.000000000000000,1537390.148439999902621,5210.484922310000002,17031804715.000000000000000,17031804715.000000000000000,816,230275.000000000000000
420,17031671200,244922.000000000000000,0.000000000000000,440413.312500000000000,2708.645649890000186,17031671200.000000000000000,17031671200.000000000000000,608,61115.000000000000000
421,17031815300,780746.000000000000000,0.000000000000000,1408325.445310000097379,6262.257590870000058,17031815300.000000000000000,17031815300.000000000000000,967,181589.000000000000000
422,17031821900,1905035.000000000000000,0.000000000000000,3414121.617190000135452,10901.885766400000648,17031821900.000000000000000,17031821900.000000000000000,1048,390649.000000000000000
423,17031835800,284425.000000000000000,0.000000000000000,512310.527344000001904,3739.351890760000060,17031835800.000000000000000,17031835800.000000000000000,1249,34655.000000000000000
424,17031841600,159365.000000000000000,0.000000000000000,288348.882813000003807,2200.314837949999855,17031841600.000000000000000,17031841600.000000000000000,1294,37280.000000000000000
425,17031805302,1549942.000000000000000,0.000000000000000,2820517.023440000135452,7910.119136260000232,17031805302.000000000000000,17031805302.000000000000000,841,440049.000000000000000
426,17031805701,2755195.000000000000000,0.000000000000000,5009113.078130000270903,9689.624246010000206,17031805701.000000000000000,17031805701.000000000000000,847,1473460.000000000000000
427,17031805801,1869984.000000000000000,58160.000000000000000,3475879.851559999864548,8603.880085970000437,17031805801.000000000000000,17031805801.000000000000000,849,1146830.000000000000000
428,17031806002,2316160.000000000000000,137132.000000000000000,4459768.882810000330210,12405.550798099999156,17031806002.000000000000000,17031806002.000000000000000,854,993684.000000000000000
429,17031806103,2710684.000000000000000,0.000000000000000,4918698.816410000436008,9382.814871489999859,17031806103.000000000000000,17031806103.000000000000000,858,891844.000000000000000
430,17031806202,1204350.000000000000000,0.000000000000000,2192560.289059999864548,7415.695905399999901,17031806202.000000000000000,17031806202.000000000000000,861,398546.000000000000000
431,17031806300,2011842.000000000000000,0.000000000000000,3634753.875000000000000,8099.157684519999748,17031806300.000000000000000,17031806300.000000000000000,862,879825.000000000000000
432,17031806502,2501757.000000000000000,0.000000000000000,4552684.320310000330210,10245.955862400000115,17031806502.000000000000000,17031806502.000000000000000,865,940126.000000000000000
433,17031806700,1770972.000000000000000,0.000000000000000,3207450.492190000135452,9056.902993490000881,17031806700.000000000000000,17031806700.000000000000000,867,753980.000000000000000
434,17031806900,2740273.000000000000000,0.000000000000000,4986982.871089999563992,10303.893631499999174,17031806900.000000000000000,17031806900.000000000000000,870,657383.000000000000000
435,17031807000,1135605.000000000000000,0.000000000000000,2060225.171880000038072,5971.358207649999713,17031807000.000000000000000,17031807000.000000000000000,871,307176.000000000000000
436,17031807400,1396762.000000000000000,0.000000000000000,2532027.949219999834895,6207.516198670000449,17031807400.000000000000000,17031807400.000000000000000,875,419256.000000000000000
437,17031807600,4413910.000000000000000,0.000000000000000,8024850.867189999669790,15039.899723299999096,17031807600.000000000000000,17031807600.000000000000000,877,857747.000000000000000
438,17031808100,4896434.000000000000000,0.000000000000000,8858609.855469999834895,17898.470793799999228,17031808100.000000000000000,17031808100.000000000000000,883,1108436.000000000000000
439,17031808301,3827249.000000000000000,0.000000000000000,6940678.636719999834895,11896.971292899999753,17031808301.000000000000000,17031808301.000000000000000,885,1327980.000000000000000
440,17031809200,1193253.000000000000000,0.000000000000000,2174359.160159999970347,6626.033144199999697,17031809200.000000000000000,17031809200.000000000000000,895,354779.000000000000000
441,17031809500,706469.000000000000000,0.000000000000000,1281510.460939999902621,5354.679104699999698,17031809500.000000000000000,17031809500.000000000000000,898,222425.000000000000000
442,17031810000,1109877.000000000000000,1422820.000000000000000,1927335.769529999932274,5817.995759239999643,17031810000.000000000000000,17031810000.000000000000000,903,299393.000000000000000
443,17031810600,1534760.000000000000000,0.000000000000000,2793534.539059999864548,7750.310308070000247,17031810600.000000000000000,17031810600.000000000000000,911,325824.000000000000000
444,17031810702,686174.000000000000000,0.000000000000000,1219315.816409999970347,6105.766808719999972,17031810702.000000000000000,17031810702.000000000000000,913,98300.000000000000000
445,17031811401,1456660.000000000000000,0.000000000000000,2641336.812500000000000,8151.795113500000298,17031811401.000000000000000,17031811401.000000000000000,921,354201.000000000000000
446,17031811702,2722714.000000000000000,0.000000000000000,4938040.234380000270903,10690.517818800000896,17031811702.000000000000000,17031811702.000000000000000,926,651178.000000000000000
447,17031812000,2850050.000000000000000,4794.000000000000000,5156173.613280000165105,10679.240780300000552,17031812000.000000000000000,17031812000.000000000000000,929,1561612.000000000000000
448,17031812600,629191.000000000000000,0.000000000000000,1135644.910159999970347,4258.412669540000024,17031812600.000000000000000,17031812600.000000000000000,936,236681.000000000000000
449,17031813000,833025.000000000000000,0.000000000000000,1502580.667970000067726,4933.515224540000418,17031813000.000000000000000,17031813000.000000000000000,941,318056.000000000000000
450,17031813400,1110013.000000000000000,0.000000000000000,2003079.398439999902621,6269.374957680000080,17031813400.000000000000000,17031813400.000000000000000,946,148787.000000000000000
451,17031813801,841626.000000000000000,0.000000000000000,1515837.757810000097379,6119.931512379999731,17031813801.000000000000000,17031813801.000000000000000,951,67351.000000000000000
452,17031814200,2449866.000000000000000,0.000000000000000,4428493.203130000270903,10295.505949200000032,17031814200.000000000000000,17031814200.000000000000000,956,198331.000000000000000
453,17031814800,1430917.000000000000000,0.000000000000000,2580173.878909999970347,7655.466600490000019,17031814800.000000000000000,17031814800.000000000000000,962,228094.000000000000000
454,17031815500,1525999.000000000000000,0.000000000000000,2748071.863280000165105,7775.770563660000334,17031815500.000000000000000,17031815500.000000000000000,969,320928.000000000000000
455,17031815900,662838.000000000000000,0.000000000000000,1195604.234380000038072,4374.986764479999692,17031815900.000000000000000,17031815900.000000000000000,974,127313.000000000000000
456,17031816200,1920949.000000000000000,0.000000000000000,3481566.582030000165105,8640.292413900000611,17031816200.000000000000000,17031816200.000000000000000,977,412827.000000000000000
457,17031817101,988837.000000000000000,0.000000000000000,1794793.960939999902621,5498.008619790000012,17031817101.000000000000000,17031817101.000000000000000,987,273040.000000000000000
458,17031817900,3310338.000000000000000,0.000000000000000,5976762.828130000270903,12007.046698599999218,17031817900.000000000000000,17031817900.000000000000000,995,666361.000000000000000
459,17031818401,6815658.000000000000000,0.000000000000000,12260391.382799999788404,14970.948347899999135,17031818401.000000000000000,17031818401.000000000000000,1000,1338692.000000000000000
460,17031818500,5592842.000000000000000,0.000000000000000,10089022.351600000634789,13672.925147300000390,17031818500.000000000000000,17031818500.000000000000000,1002,1824944.000000000000000
461,17031801500,10118147.000000000000000,104464.000000000000000,18610136.199200000613928,23393.613165700000536,17031801500.000000000000000,17031801500.000000000000000,710,4778185.000000000000000
